Start,End,Pollster,Sponsor,SampleSize,Pop,Text,Category,Include?,Yes,No,Unsure,Rep Sample,Rep Yes,Rep No,Dem Sample,Dem Yes,Dem No,Ind Sample,Ind Yes,Ind No
3/17/19,3/22/19,Ipsos,,3244,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.9,43.1,15,1139,13.1,82.2,1449,68.6,16.9,406,36.3,43
3/16/19,3/21/19,Ipsos,,3045,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.3,41.7,16,1083,13.1,81.1,1338,69.1,15.5,385,38,42
3/15/19,3/20/19,Ipsos,,2457,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.8,42,15.2,845,13.2,81.8,1099,69.2,16.5,,,
3/14/19,3/19/19,Ipsos,,2222,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.5,41.2,15.4,748,13.7,80.9,1002,71,15.3,,,
3/13/19,3/18/19,Ipsos,,2261,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.1,43.7,14.2,838,13.2,81.9,963,71.7,15.7,,,
3/12/19,3/17/19,Ipsos,,2196,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.2,44.7,14,816,12.4,82.9,869,72.1,15.9,,,
3/11/19,3/16/19,Ipsos,,2214,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.3,44.1,13.6,817,13.5,82.1,875,72.6,16.1,,,
3/10/19,3/15/19,Ipsos,,2191,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,40.5,46.2,13.3,832,12.9,82.5,778,72.5,16.8,362,36,45
3/9/19,3/14/19,Ipsos,,2182,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41,46.3,12.7,803,11.2,84.4,781,74.9,15.9,371,35,45
3/8/19,3/13/19,Ipsos,,2191,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,40.7,45.8,13.4,815,10.8,84.2,777,74.5,15.3,367,35,44
3/7/19,3/12/19,Ipsos,,2207,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41,45.6,13.4,809,12,83.2,756,75.3,14.8,408,35.2,43
3/6/19,3/11/19,Ipsos,,2205,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,40.5,46,13.5,830,12.8,82.5,741,75.5,14.1,405,35.6,43
3/5/19,3/10/19,Ipsos,,2278,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.5,45.1,13.3,847,12.7,83.1,827,74.5,14.6,397,37,41
3/4/19,3/9/19,Ipsos,,2274,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.6,44.7,13.7,834,12.1,83.5,831,74.4,13.4,404,38,40
3/3/19,3/8/19,Ipsos,,2302,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.4,42.7,14,823,12.7,82.7,922,75.2,12.4,377,36,40
3/2/19,3/7/19,Ipsos,,2539,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,42.5,13.8,933,14.2,81.1,1020,75.1,12.9,396,37,38
3/1/19,3/6/19,Ipsos,,3078,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,45.8,40.7,13.5,1111,16.2,79.7,1253,76.3,12.1,480,39,37.4
2/28/19,3/5/19,Ipsos,,2909,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,46.8,40.2,13,1048,15.9,80.1,1223,76.9,12.1,423,40.6,36.4
2/27/19,3/4/19,Ipsos,,2580,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,47.7,39.1,13.2,901,16,80,1098,77.5,11.6,385,41,36
2/26/19,3/3/19,Ipsos,,2245,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,47.9,39.3,12.7,807,16.2,79.4,954,78.4,11.1,,,
2/25/19,3/2/19,Ipsos,,1925,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,48.1,39.3,12.7,702,17,78.6,811,78.6,11.2,,,
2/24/19,3/1/19,Ipsos,,1593,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,48.2,39.6,12.3,579,17.4,78.4,674,78.1,12.1,,,
2/23/19,2/28/19,Ipsos,,1047,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,50.8,37.4,11.8,365,19.2,77.5,451,79.4,10.8,,,
2/11/19,2/16/19,Ipsos,,565,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,41.7,14.6,,,,,,,,,
2/10/19,2/15/19,Ipsos,,912,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,41.7,14.7,,,,372,75.2,11.5,,,
2/9/19,2/14/19,Ipsos,,1208,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.9,41.7,14.4,459,11.2,81.5,495,75.9,11,,,
2/8/19,2/13/19,Ipsos,,1556,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,45.8,40.1,14.1,569,10.6,81.6,634,78.8,9.4,,,
2/7/19,2/12/19,Ipsos,,1888,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,44.5,40.9,14.7,679,9.4,83.6,775,77.1,9.8,,,
2/6/19,2/11/19,Ipsos,,2242,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,44.3,40.4,15.2,767,9.7,82.8,887,76.7,9.9,364,41,35
2/5/19,2/10/19,Ipsos,,2291,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,40.5,15.8,783,8.7,83.1,910,75.7,10.7,369,41,33
2/4/19,2/9/19,Ipsos,,2345,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.1,40.8,16.1,786,8.4,82.4,936,76,10.7,376,39,35
2/3/19,2/8/19,Ipsos,,2324,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43,40.9,16.1,792,8.2,82.7,934,76,10.9,359,37,36
2/2/19,2/7/19,Ipsos,,2403,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.7,41.3,16,802,8.5,82.1,953,75.3,11.7,389,37,38
2/1/19,2/6/19,Ipsos,,2493,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,41.9,42.2,15.9,847,9.4,82,1006,74.1,12.9,370,36,37
1/31/19,2/5/19,Ipsos,,2475,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.9,40.9,16.1,816,10.3,80.1,964,75,12.6,398,35,39
1/30/19,2/4/19,Ipsos,,2442,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.6,41.5,15.8,853,10.2,80.8,993,74.6,12.5,,,
1/29/19,2/3/19,Ipsos,,2459,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.9,41.9,15.1,853,10.5,81.3,999,75,12.6,,,
1/28/19,2/2/19,Ipsos,,2780,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.1,41.6,16.3,883,10.2,82.2,1043,75.6,11.4,476,34.8,40.8
1/27/19,2/1/19,Ipsos,,2933,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.6,41.7,15.7,925,10.9,81.7,1095,76.5,11.5,517,36.2,40.4
1/26/19,1/31/19,Ipsos,,3007,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43,41.5,15.5,971,11.8,81.3,1132,77.4,11,502,36.6,39.2
1/25/19,1/30/19,Ipsos,,2917,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.7,41.5,15.8,939,11.5,81.2,1077,77.2,10.6,497,37.3,38.8
1/24/19,1/29/19,Ipsos,,2957,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.4,42.3,15.3,987,11.4,81.8,1118,76.5,11.1,455,36.6,38.2
1/23/19,1/28/19,Ipsos,,2947,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.7,41.9,15.4,985,11.6,80.7,1091,77.1,11.3,468,36.3,38.6
1/22/19,1/27/19,Ipsos,,2931,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.8,41.6,15.6,981,12,80.6,1083,77.7,10.7,462,36.4,39.1
1/21/19,1/26/19,Ipsos,,2612,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.7,41.5,14.8,982,12.1,79.8,1019,76.6,11.2,,,
1/20/19,1/25/19,Ipsos,,2447,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.5,40.9,15.6,929,12.2,79.4,962,76.8,10.3,,,
1/19/19,1/24/19,Ipsos,,2001,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.3,40.8,15.9,752,11,80,785,76.7,10.4,,,
1/18/19,1/23/19,Ipsos,,1654,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,43.3,40.3,16.4,629,11.3,79.8,648,76.1,10.6,,,
1/17/19,1/22/19,Ipsos,,1301,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.9,40.3,16.7,503,11.3,79,508,77.1,10.9,,,
1/16/19,1/21/19,Ipsos,,992,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.6,41.2,16.2,381,11.2,81,394,76.5,10.6,,,
1/15/19,1/20/19,Ipsos,,644,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,42.2,41.4,16.4,,,,,,,,,
1/11/19,1/14/19,Morning Consult,Politico,1984,rv,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,39,47,14,654,10,82,674,70,17,656,36,43
12/14/18,12/16/18,Morning Consult,Politico,1994,rv,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,38,43,19,635,9,80,706,69,14,653,33,39
11/23/18,11/28/18,Ipsos,,576,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44,42.6,13.4,,,,,,,,,
11/22/18,11/27/18,Ipsos,,897,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,43.9,42.8,13.3,365,24.9,69,386,62,23.1,,,
11/21/18,11/26/18,Ipsos,,1198,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44,43.4,12.5,484,23.7,71.1,502,64.4,22.9,,,
11/20/18,11/25/18,Ipsos,,1523,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44.5,43,12.5,597,22.9,71.6,640,66.9,21.2,,,
11/19/18,11/24/18,Ipsos,,1832,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,44.4,43,12.6,705,20.5,73,777,67.8,20.5,,,
11/18/18,11/23/18,Ipsos,,2127,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,43.4,43,13.6,820,19.6,73.9,894,68,19.3,,,
11/17/18,11/22/18,Ipsos,,2155,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,43,43.9,13.1,833,18.5,75.2,895,69.3,18.6,,,
11/16/18,11/21/18,Ipsos,,2197,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,42.9,44,13.1,838,15.7,78.2,898,70.9,17.8,,,
11/15/18,11/20/18,Ipsos,,2233,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,42.3,44.4,13.4,850,15.6,78.5,890,70.2,17.6,,,
11/14/18,11/19/18,Ipsos,,2272,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,41.3,44.8,14,847,14.3,78.8,917,69.7,17.6,,,
11/13/18,11/18/18,Ipsos,,2182,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.3,45.4,14.3,833,12.5,80.6,867,68.5,19,,,
11/12/18,11/17/18,Ipsos,,2145,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.5,46.3,14.3,841,12.6,81,848,67.3,20.1,,,
11/11/18,11/16/18,Ipsos,,2173,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40,46.6,13.5,828,12.5,80.7,876,67.3,21.1,,,
11/10/18,11/15/18,Ipsos,,2196,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.9,46.7,13.4,833,12.4,81.1,898,66.8,21.6,,,
11/9/18,11/14/18,Ipsos,,2178,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.9,47.6,13.5,833,12,81.6,907,65.4,22.6,,,
11/8/18,11/13/18,Ipsos,,2152,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.9,47.2,13.8,817,10.4,82.9,911,65.8,22.3,,,
11/7/18,11/12/18,Ipsos,,2131,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.6,46.2,14.2,805,10.7,82.9,906,66,22.3,,,
11/6/18,11/11/18,Ipsos,,2218,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.6,46.7,13.8,832,10.7,83.8,946,67.1,21.2,,,
11/5/18,11/10/18,Ipsos,,2244,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.3,46.2,14.5,815,11,82.5,961,67.2,20.9,,,
11/7/18,11/9/18,Morning Consult,Politico,1952,rv,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,33,51,17,775,8,79,733,61,22,444,29,50
11/4/18,11/9/18,Ipsos,,2242,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.8,46.5,14.7,837,10.3,82.6,946,67.9,20.4,,,
11/3/18,11/8/18,Ipsos,,2226,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.8,46.1,15.1,818,10.1,82.9,937,68.1,21.1,,,
11/2/18,11/7/18,Ipsos,,2221,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.7,46.1,15.2,818,10.1,82.2,928,70.4,19.6,,,
11/1/18,11/6/18,Ipsos,,2212,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,37.8,46.9,15.3,823,10,82,913,70.5,20.3,,,
10/31/18,11/5/18,Ipsos,,2216,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,37.6,47.5,15,840,9.9,82.3,904,70.2,20.1,,,
10/30/18,11/4/18,Ipsos,,2490,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.5,45.9,15.6,935,11.1,80.7,1011,70.4,19.9,,,
10/29/18,11/3/18,Ipsos,,2555,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.6,45.7,15.7,984,10.8,81.1,1006,71.2,19.9,,,
10/28/18,11/2/18,Ipsos,,2552,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.1,45.2,16.7,964,11.3,81.2,1020,69.6,19.6,,,
10/27/18,11/1/18,Ipsos,,2571,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.1,45.3,16.6,972,11.9,80.7,1041,68.8,19.1,,,
10/26/18,10/31/18,Ipsos,,2589,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.9,44.1,17,972,12.7,80.1,1049,68.4,18.8,,,
10/25/18,10/30/18,Ipsos,,2575,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.9,43,17.1,938,13.6,79.6,1054,68.4,19.2,,,
10/24/18,10/29/18,Ipsos,,2581,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.1,43.1,16.8,943,13.7,78.9,1057,68.2,19.4,,,
10/23/18,10/28/18,Ipsos,,2673,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.3,44,16.7,992,12,81.4,1114,67.1,20,,,
10/22/18,10/27/18,Ipsos,,3153,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.4,44.1,16.5,1146,13.2,80.7,1334,67.4,18.9,363,33,40
10/21/18,10/26/18,Ipsos,,3323,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.7,44.4,15.9,1229,13.7,79.9,1406,67,20,375,36,39
10/20/18,10/25/18,Ipsos,,3562,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.4,43.5,17.1,1217,13.1,80.4,1393,67.2,20.6,528,39,36.7
10/19/18,10/24/18,Ipsos,,3840,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.8,43.3,16.8,1304,13,80.1,1523,67.3,21,565,40,35.9
10/18/18,10/23/18,Ipsos,,3867,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,39.6,43.5,16.8,1325,12.4,80.2,1529,68.3,20.1,552,38.6,38
10/17/18,10/22/18,Ipsos,,3859,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40,43.3,16.7,1320,12,80.5,1527,68.9,19.3,548,38.8,37.9
10/16/18,10/21/18,Ipsos,,3496,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.3,42.5,17.2,1164,12.9,78.6,1373,69.4,18.9,520,38.4,38.1
10/15/18,10/20/18,Ipsos,,2990,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.9,41.7,17.5,964,13.4,77.9,1167,69.1,20,460,39.9,37.1
10/14/18,10/19/18,Ipsos,,2818,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.4,40.9,18.6,851,12.7,78.1,1036,69.4,19.6,507,38.1,38.8
10/13/18,10/18/18,Ipsos,,2564,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,41.3,41.5,17.2,859,13.7,76.5,1037,70.2,18.2,353,35,43
10/12/18,10/17/18,Ipsos,,1949,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.8,41.6,17.6,648,13.6,76.2,768,70.2,17.4,,,
10/11/18,10/16/18,Ipsos,,1614,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,41.1,40.8,18.1,527,14.2,75.8,631,69.7,17.4,,,
10/10/18,10/15/18,Ipsos,,1289,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.4,39.9,19.6,403,14.7,74.4,501,68.7,18.7,,,
10/9/18,10/14/18,Ipsos,,970,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,40.8,39.7,19.5,,,,364,68,19.2,,,
10/8/18,10/13/18,Ipsos,,633,a,Agree/Disagree: The House should begin impeachment proceedings against Donald Trump,begin_proceedings,yes,38.5,42,19.5,,,,,,,,,
8/23/18,8/24/18,Morning Consult,Politico,1564,rv,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,42,42,16,495,9,82,559,72,14,510,40,34
8/22/18,8/24/18,SurveyMonkey,Axios,4362,a,"Would you like to see Congress begin the process to impeach President Donald Trump, or not?",begin_proceedings,yes,44,51,5,1755,8,90,1916,79,18,568,49,46
3/26/18,3/27/18,Morning Consult,Politico,1997,rv,"As you may know, the first step toward removing a president from office is impeachment. Do you believe Congress should or should not begin impeachment proceedings to remove President Trump from office?",impeach_and_remove,yes,39,48,13,655,10,81,666,72,15,677,35,47
7/17/17,7/19/17,SurveyUSA,USA Today/iMediaEthics,1250,a,"Based on what you've read and heard, do you think the Congress should or should not impeach Donald Trump and remove him from the presidency, or are you not sure?",impeach_and_remove,yes,42,42,15,450,15,77,538,68,14,200,36,44
5/25/19,5/26/19,HarrisX,The Hill,1001,rv,Should Democrats in the House of Representatives begin impeachment proceedings against President Trump?,begin_proceedings,yes,35,45,20,320,13,77,370,59,20,290,31,42
9/26/19,9/27/19,HarrisX,The Hill,1001,rv,Do you support or oppose the decision of House Democrats to start a formal impeachment inquiry on President Trump?,begin_inquiry,yes,47,42,11,320,18,80,370,78,14,290,41,38
9/26/19,9/27/19,YouGov,CBS News,2059,a,Do you approve or disapprove of Congressional Democrats starting an impeachment inquiry into Donald Trump?,begin_inquiry,yes,55,45,,537,23,77,664,87,13,652,49,51
9/26/19,9/27/19,YouGov,CBS News,2059,a,"As of now, do you feel a Congressional inquiry into Donald Trump is necessary or unnecessary?",begin_inquiry,no,55,45,,536,21,79,664,88,12,647,48,52
9/26/19,9/27/19,YouGov,CBS News,2059,a,"From what you have heard or read so far about Donald Trump’s handling of matters concerning Ukraine, do you think Donald Trump deserves to be impeached over his actions, does not deserve to be impeached over his actions, or is it too soon to say?",reasons,no,42,36,22,536,16,70,665,75,8,649,35,41
9/27/19,9/29/19,Quinnipiac University,,1115,rv,"Do you think that President Trump should be impeached and removed from office, or don't you think so?",impeach_and_remove,yes,47,47,6,323,7,92,368,90,5,335,42,50
9/27/19,9/29/19,Quinnipiac University,,1115,rv,"As you may know, the House of Representatives has begun a formal impeachment inquiry to determine whether or not to bring impeachment charges against President Trump. Do you approve or disapprove of this impeachment inquiry?",begin_inquiry,yes,52,45,3,323,8,91,368,95,4,335,50,45
9/24/19,9/29/19,CNN/SSRS,,1009,a,"Based on what you have read or heard, do you believe that President Trump should be impeached and removed from office, or don't you feel that way?",impeach_and_remove,yes,47,45,8,368,15,78,512,73,20,128,34,44
9/26/19,9/30/19,Ipsos,Reuters,2234,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,45,41,15,,13,80,,74,14,,37,37
9/26/19,9/30/19,Ipsos,Reuters,1917,rv,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should not be impeached",impeach,yes,45,43,12,781,13,81,861,75,14,191,38,39
9/23/19,9/24/19,Ipsos,Reuters,1005,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,37,45,18,,10,84,,66,16,,36,49
5/6/19,5/7/19,Ipsos,Reuters,1006,a,"Which of the following comes closest to your opinion? President Trump should be impeached, President Trump should NOT be impeached, don't know",impeach,yes,45,42,14,,,,,,,,,
9/25/19,9/25/19,Marist College,,864,a,Do you approve or disapprove of the House of Representatives formally starting an impeachment inquiry into President Trump?,begin_inquiry,yes,49,46,5,,,,,,,,,
9/29/19,9/30/19,HarrisX,ScottRasmussen.com,1000,rv,Should President Trump be impeached and removed from office?,impeach_and_remove,yes,46,40,14,320,13,76,370,80,10,290,40,40
3/27/19,3/28/19,Public Policy Polling,,846,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,41,47,11,279,12,84,355,66,21,212,38,42
1/19/19,1/21/19,Public Policy Polling,,760,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,46,44,10,258,13,82,312,74,14,190,44,42
6/8/18,6/10/18,Public Policy Polling,,679,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,46,42,12,231,13,81,244,79,10,210,45,36
3/23/18,3/25/18,Public Policy Polling,,846,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,46,45,9,271,11,84,347,73,18,228,47,40
2/9/18,2/11/18,Public Policy Polling,,687,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,45,44,11,213,14,81,282,73,15,192,37,47
12/11/17,12/12/17,Public Policy Polling,,862,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,51,42,7,284,14,79,371,82,11,207,45,47
10/27/17,10/29/17,Public Policy Polling,,572,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,49,41,10,183,19,74,235,75,16,154,45,41
9/22/17,9/25/17,Public Policy Polling,,865,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,48,43,9,268,16,78,346,77,15,242,42,44
8/18/17,8/21/17,Public Policy Polling,,887,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,48,41,11,275,17,76,364,77,13,257,39,43
7/14/17,7/17/17,Public Policy Polling,,836,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,45,43,12,259,9,82,351,74,13,226,42,45
6/9/17,6/11/17,Public Policy Polling,,811,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,47,43,10,260,12,83,324,75,15,219,47,36
5/12/17,5/14/17,Public Policy Polling,,692,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,48,41,11,221,17,73,284,75,16,194,44,40
4/17/17,4/18/17,Public Policy Polling,,648,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,40,48,12,220,12,82,259,70,16,168,29,51
3/27/17,3/28/17,Public Policy Polling,,677,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,44,45,11,203,10,84,284,74,13,190,36,49
3/10/17,3/12/17,Public Policy Polling,,808,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,44,45,12,259,9,85,299,74,12,250,43,42
2/21/17,2/22/17,Public Policy Polling,,941,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,41,46,13,311,9,88,395,68,16,235,37,43
2/7/17,2/8/17,Public Policy Polling,,712,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,46,46,9,221,6,90,278,80,11,206,41,45
1/30/17,1/31/17,Public Policy Polling,,725,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,40,48,12,218,10,84,297,63,23,210,38,48
1/23/17,1/24/17,Public Policy Polling,,1043,rv,Would you support or oppose impeaching Donald Trump?,impeach,yes,35,50,16,323,8,87,438,62,21,282,22,51
9/24/19,9/28/19,CNBC/Hart/Public Opinion Strategies,CNBC,800,a,"Do you believe that Congress should hold impeachment hearings to remove Donald Trump from office, or not?",begin_inquiry,yes,44,47,9,,6,88,,76,17,,42,43
