"","tweet_id","date","complaint_label","tweet_text","usr_followers_count","usr_verified"
"1817",479447725096710144,2014-06-19 02:17:00,"Complaint","@SouthwestAir missing bag, it didn't make my flight 6 hours ago and no one at sw knows where it is. The 50$ ""refund"" won't cover the shirt",3,FALSE
"1818",479448767796895744,2014-06-19 02:21:08,"Non-Complaint","Can @SunCountryAir save me from this @SpiritAirlines hell at MSP? I just want to get home to Chicago....",275,FALSE
"1819",479449455825924096,2014-06-19 02:23:52,"Non-Complaint","@TKO_SWAN @Methodz_sB @VirginAmerica watch your self egg head ;)",157,FALSE
"1820",479449599896072192,2014-06-19 02:24:27,"Non-Complaint","@RX931 @flyPAL It's HANEDA! I'll go &amp; visit Yoyogi Park and eat japanese Ramen there. Yay :D #PALfliesHaneda 5",26,FALSE
"1821",479454452383244288,2014-06-19 02:43:43,"Non-Complaint","@janesaddiction Hey guys. Hope you are getting your royalties for @SouthwestAir rendition of Mountain Song on their new commercial.",164,FALSE
"1822",479454994525978624,2014-06-19 02:45:53,"Complaint","Had a horrible traveling day.. Not holding @USAirways responsible bc they did their best to accommodate the delays. Keep up the good work",388,FALSE
"1823",479457720815214592,2014-06-19 02:56:43,"Non-Complaint","#saveflight1288 @united",432,FALSE
"1824",479458217903128576,2014-06-19 02:58:41,"Non-Complaint","Fly out of OAK, not SFO + @SouthwestAir next time I want to be on time. Should know better for someone who wrote this http://t.co/B8ju5TCKhW",1949,FALSE
"1825",479458417812062208,2014-06-19 02:59:29,"Complaint","@united Don't worry if you wanna get back to me in 3 hours I'll still be awake... Worrying about my STUCK family due to your shit planes!!!!",3,FALSE
"1826",479461175533375488,2014-06-19 03:10:26,"Complaint","@Delta i finally put in a call this evening only to be told that nobody tried  to put it on a flight even though there were many..",6,FALSE
"1827",479467210964889600,2014-06-19 03:34:25,"Complaint","@americanair NYC is a hub yet you don't have enough people to deal with this cancelled flight?",1233,FALSE
"1828",479470527619149824,2014-06-19 03:47:36,"Non-Complaint","@united but actually...about that free mug or something... #veryunhappy #unitedairlines",76,FALSE
"1829",479471032365903872,2014-06-19 03:49:36,"Complaint","My lost bag got to Dallas 3 hours ago and I still haven't heard a thing from @AmericanAir as to when it might actually get to me at my hotel",163,FALSE
"1830",479471272678539264,2014-06-19 03:50:34,"Non-Complaint","@AmericanAir in #MIAMI now what? still waiting for the departure for JFK! http://t.co/sN3n5zNUWk",15179,FALSE
"1831",479472410236682240,2014-06-19 03:55:05,"Complaint","@SouthwestAir ....Flight 2422 here on the tarmac for 2 hours....how about getting us out of here....the Mother Nature excuse isn't valid.",66,FALSE
"1832",479473603306459136,2014-06-19 03:59:49,"Non-Complaint","Penerbangan yang sangat dinanti kedatangannya di Kota Baubau @IndonesiaGaruda :)",187,FALSE
"1833",479474290082213888,2014-06-19 04:02:33,"Complaint","@USAirways Our flight from YYZ cancelled tomorrow and we need to get home sooner than the rebooked. Can't call b/c intl phone rates. :/",542,FALSE
"1834",479480157904719872,2014-06-19 04:25:52,"Complaint","@united been trying to use my credit from another flight for over a year &amp; it's impossible...not to mention i've been on hold for 30 min",1853,FALSE
"1835",479480468245864448,2014-06-19 04:27:06,"Non-Complaint","@SouthwestAir tired of going to tulsa for a plane need XNA. Going to Tulsa is expensive. 

http://t.co/rfD48MvLob",10,FALSE
"1836",479483566372311040,2014-06-19 04:39:25,"Complaint","Flight cancelled. No hotel. No luggage. Not even a decent rebook. Never again @AmericanAir   #Never again",82,FALSE
"1837",479484527195082752,2014-06-19 04:43:14,"Non-Complaint","Thanks to Minneapolis citizen Sarah Jane who assisted me when @AmericanAir would not. True Midwest hospitality.

#AAL #eyeo #midwest #MSP",2923,FALSE
"1838",479485947055071232,2014-06-19 04:48:52,"Complaint","@united has an epic meltdown, we're sitting on flight 1576 pilots and crew ready, for past 1.5 hours. What's going on?!?! It's not weather!",39,FALSE
"1839",479490377368367104,2014-06-19 05:06:29,"Non-Complaint","@AirAsia Agree! Loved it and the whole Takayama city! :)",86,FALSE
"1840",479487974682288128,2014-06-19 04:56:56,"Non-Complaint","@AmericanAir whatever",268,FALSE
"1841",479489153596264448,2014-06-19 05:01:37,"Complaint","@AmericanAir AA1030 still sched for 12:55 depart, please tell me u haven't overlooked the fact that the crew has time limits on hours worked",55,FALSE
"1842",479489336274984960,2014-06-19 05:02:20,"Non-Complaint","@petehalvorsen @USAirways Boo!",11568,FALSE
"1843",479489654240993280,2014-06-19 05:03:36,"Non-Complaint","@MeredithActress @fly2midway @SouthwestAir @ManchesterAirp safe travels, my friend!",76,FALSE
"1844",479491031616856064,2014-06-19 05:09:05,"Complaint","@AlaskaAir It is really creepy and stalkerish to send me email effectively asking why I didn't book a flight after I search and don't book.",737,FALSE
"1845",479491774407127040,2014-06-19 05:12:02,"Complaint","@DeltaAssist that's incorrect. Now your website says the flight's been cancelled. Please advise",86,FALSE
"1846",479492272371675136,2014-06-19 05:14:00,"Non-Complaint","@EricRoberts @united Eric it's so sweet of you to say No one's fault! :)",262,FALSE
"1847",479493462090608640,2014-06-19 05:18:44,"Non-Complaint","¡Gana un viaje a Dubrovnik para 2 personas con @Vueling!: http://t.co/dYJgv0GF6w",122,FALSE
"1848",479494476281708544,2014-06-19 05:22:46,"Non-Complaint","British Airways B787 at LHR 😆 @British_Airways @BoeingAirplanes @HeathrowAirport http://t.co/IMNO0ZnxEK http://t.co/v5nEPwLFml",640,FALSE
"1849",479496203759923200,2014-06-19 05:29:38,"Non-Complaint","Wait, I can book a 6:30am for $1k per person plus $200 flight change fee. @united loves repeat customers.",5,FALSE
"1850",479496523055517696,2014-06-19 05:30:54,"Non-Complaint","@JFly99 @united god answers all prayers.
sometimes that answer is ""no.""",774,FALSE
"1851",479507360759562240,2014-06-19 06:13:58,"Non-Complaint","@5cc44509d2b9412 Hi, you may email directly at airasiax@airasia.com for further assistance and advise. Thank you.",91574,FALSE
"1852",479508031080628224,2014-06-19 06:16:38,"Non-Complaint","For a long time I've been trying to find a can of water in real life, today I've seen a can of orange juice. Almost there! thanks @USAirways",185,FALSE
"1853",479508520316833792,2014-06-19 06:18:34,"Non-Complaint","So bummed to learn that @Delta sells the exit row for $99 more. I feel so bad for my selfless 6'4"" husband! #tinyseats #crappypolicy",56,FALSE
"1854",479509618427576320,2014-06-19 06:22:56,"Non-Complaint","@AirAsia hi..i want to amend name on my booking.",0,FALSE
"1855",479518601850789888,2014-06-19 06:58:38,"Complaint","@AmericanAir I'm so glad you couldn't get your shit together tonight. I'm having so much fun waiting for you to find luggage at 2am.",277,FALSE
"1856",479521553353154560,2014-06-19 07:10:22,"Complaint","I don't know if I should be mad or thankful that @AmericanAir separated me from my family",315,FALSE
"1857",479525054070661120,2014-06-19 07:24:16,"Non-Complaint","@British_Airways the view from my favourite seat... http://t.co/TEB3QfraeX",6,FALSE
"1858",479526135177707520,2014-06-19 07:28:34,"Non-Complaint","@EmiratesSupport what's your inflight anaphylactic protocol because I was at risk several times on long haul flight yesterday?",19,FALSE
"1859",479528577156014080,2014-06-19 07:38:16,"Non-Complaint","I'm at THY Dış Hatlar Lounge Istanbul - @turkishairlines (İstanbul, Türkiye) w/ 7 others http://t.co/XapUmXmXYH",307,FALSE
"1860",479528869788004352,2014-06-19 07:39:26,"Complaint","@AmericanAir No that isn't an answer nor does a website track luggage! So no u don't have anything a passenger can track luggage! Don't bs!!",9,FALSE
"1861",479531193814482944,2014-06-19 07:48:40,"Non-Complaint","@AirFranceFR j'ai un vol annulé et remplacé par un autre vol que je ne peux pas prendre... help!!",204,FALSE
"1862",479530737897840640,2014-06-19 07:46:51,"Non-Complaint","@MandyJvanDijk @KLM Zo fout, klanten worden op dit vlak doodgezwegen. Grapjes over de voetbal worden volop gemaakt, maar boze klanten: nop.",2134,FALSE
"1863",479535062569213952,2014-06-19 08:04:02,"Complaint","@Delta is being really uncooperative. I lost two bags internationally &amp;no one will answer my calls so I can't figure out how to contact them",294,FALSE
"1864",479535962616528896,2014-06-19 08:07:37,"Non-Complaint","@KLM any time .. ..",12,FALSE
"1865",479538040172707840,2014-06-19 08:15:52,"Non-Complaint","@MissTerion @AirFranceFR oui oui. Complet. Ils m'ont filé un numéro mais personne ne décroche.",825,FALSE
"1866",479538365868802048,2014-06-19 08:17:10,"Non-Complaint","@dedelajoie @Colinoise @MissTerion @AirFranceFR honnêtement Dedé, j'ai dépassé le stade où on pouvait en rire il y a 3 jours déjà",825,FALSE
"1867",479539415530749952,2014-06-19 08:21:20,"Non-Complaint","@IndonesiaGaruda Bisa ganti jadwal flight nggak? Caranya gimana? :)",613,FALSE
"1868",479545755456520192,2014-06-19 08:46:32,"Non-Complaint","@KLM Hoi, probleem opgelost via (zeer behulpzame) telefonische helpdesk. Probleem was dat ik kon boeken, maar niet bij de betalings- 1/2",102,FALSE
"1869",479548507075145728,2014-06-19 08:57:28,"Non-Complaint","@AirFranceFR C'est parce qu'elle n'est ni Gold ni Platinium que vous ne répondez plus à @ZZ_Princess ? Personne pour nous renseigner à Bari.",3365,FALSE
"1870",479548550959747072,2014-06-19 08:57:38,"Non-Complaint","Garappppp trus ....... Metenggggg lageh (at @IndonesiaGaruda) — https://t.co/uiHkruI96R",128,FALSE
"1871",479548817143255040,2014-06-19 08:58:42,"Complaint","@DeltaAssist It's 11am and it says the flight is still on time at 9.40",6802,TRUE
"1872",479549446070353920,2014-06-19 09:01:12,"Non-Complaint","¡Es el momento de descubrir Chile y Argentina!  ¡@LANAirlinesSP ofrece un 20% de descuento en sus vuelos internos! http://t.co/DAwf6C7PlS",284,FALSE
"1873",479549687301550080,2014-06-19 09:02:09,"Non-Complaint","@MAS KLIA*",35909,FALSE
"1874",479550669284573184,2014-06-19 09:06:03,"Complaint","@united what team? One women  300+ passenger and zero communication.  The women was unloading bags from 4 planes. She wasn't making a plan",606,FALSE
"1875",479550903616540672,2014-06-19 09:06:59,"Non-Complaint","Belachelijk dat je als Ivory-deelnemer nu moet betalen voor bagage @KLM. Zaten al weinig voordelen aan dit level, nu totaal onaantrekkelijk!",129,FALSE
"1876",479552192509390848,2014-06-19 09:12:07,"Non-Complaint","D'habitude si réactifs, @AirFranceFR et @AirfranceIT ignorent @flonot dans le #luggagegate de @ZZ_Princess depuis près d'une heure...",230,FALSE
"1877",479557847517118464,2014-06-19 09:34:35,"Non-Complaint","@AmericanAir That is awesome news! Do we need to see a Delta agent then?",77,FALSE
"1878",479558501979525120,2014-06-19 09:37:11,"Non-Complaint","Like seriously @united needs to fire everybody at ohare right now",467,FALSE
"1879",479558727477886976,2014-06-19 09:38:05,"Non-Complaint","I just entered #WorldMarket Summer Getaway Sweeps for a chance to win a trip for 4 on @SouthwestAir. http://t.co/xC1NsUcuk2 #SummerGetaway",7438,FALSE
"1880",479560115494744064,2014-06-19 09:43:35,"Complaint","@VirginAmerica guess I have to adapt to change. *sigh* the website is different,  not my favorite",190,FALSE
"1881",479565038076719104,2014-06-19 10:03:09,"Non-Complaint","@united just had an encounter with the rudest airline staffer @ PVD!!! She needed to add plenty of extra attitude regarding my carry on",39,FALSE
"1882",479566080747528192,2014-06-19 10:07:18,"Non-Complaint","Today, #flight 365, 366 and 367. Qualifying for 23, 24 and 25 on #FlyingBlue towards #Gold #Elite. Getting there!
@KLM @airfrance",83,FALSE
"1883",479569674490097664,2014-06-19 10:21:35,"Non-Complaint","Let's try this again! Day 2 trying to get to @FSNevis on @AmericanAir #keepingfingerscrossed #weatherbenice",107,FALSE
"1884",479574596061249536,2014-06-19 10:41:08,"Non-Complaint","I'm at @United Club (Chicago, IL) http://t.co/HFqfXO8jov",35,FALSE
"1885",479579029205688320,2014-06-19 10:58:45,"Complaint","Been a loyal @Delta customer for over 20 years but I'm tired of their hheadaches.  Anyone like @JetBlue I've heard good things.",1482,FALSE
"1886",479579904397152256,2014-06-19 11:02:14,"Complaint","@DeltaAssist Hey, my seat selections for Delta flights on a VA ticket have vanished, would you be able to reassign them for me?",1336,FALSE
"1887",479580427167215616,2014-06-19 11:04:18,"Non-Complaint","@united hello? Can anyone help? Nobody will reply?",142,FALSE
"1888",479580531072311296,2014-06-19 11:04:43,"Non-Complaint","@bipinsanthosh cc @srjthn :) @IndiMate @rishi4u @krish_dx @AirAsia",674,FALSE
"1889",479580635455946752,2014-06-19 11:05:08,"Non-Complaint","Page 12: @officialjaden likes snakes. RPatz love @katyperry and @CebuPacificAir can fly you to Manila $199 (one way)",103,FALSE
"1890",479580868457934848,2014-06-19 11:06:03,"Complaint","6 person family vacation ruined the day it was to start awful airline@AmericanAir",3,FALSE
"1891",479581150521069568,2014-06-19 11:07:11,"Non-Complaint","@Delta @FifaWordCBra #african @mariroars Of all the amazing things to represent the beautiful country&amp; people of Ghana, you chose a giraffe?",30,FALSE
"1892",479582345867968512,2014-06-19 11:11:56,"Non-Complaint","@AmericanAir thank you. I'm sitting at the gate on standby for the 9:05am flight MIA-ORD.",452,FALSE
"1893",479582378810044416,2014-06-19 11:12:03,"Non-Complaint","Hey! @united bring a port-a-potty to counter 2 at ORD!  One hour in line. #gottagonow",56,FALSE
"1894",479583081251102720,2014-06-19 11:14:51,"Complaint","@United Snowstorms causes cancellations. T/storms cause delays. If your system is overwhelmed by T/stoms then maybe you need to fix it.",12909,FALSE
"1895",479583690331131904,2014-06-19 11:17:16,"Non-Complaint","¡Es el momento de descubrir Chile y Argentina!  ¡@LANAirlinesSP ofrece un 20% de descuento en sus vuelos internos! http://t.co/V433M8K1rY",183,FALSE
"1896",479584474792198144,2014-06-19 11:20:23,"Non-Complaint","@adamcarolla Ace Man check out @isurftheskies all you can fly membership airline in CA and NV. No lines, No Wait.",209,FALSE
"1897",479584884579917824,2014-06-19 11:22:01,"Complaint","Lori has me watching #AVeryBritishAirline and I am so intrigued! I never knew @British_Airways were so crazy busy ✈️🙊",180,FALSE
"1898",479586114765090816,2014-06-19 11:26:54,"Non-Complaint","Reminder: a.s. zaterdag @KLM MD-11 en @Arkefly B787 Dreamliner bij @luchtmachtdagen ! Ik ben er ook bij! http://t.co/DgHdsu1Wis",93,FALSE
"1899",479588293492105216,2014-06-19 11:35:34,"Non-Complaint","Just got first taste of 'new' @AmericanAir ... Results: 1 missed flight + 1 pissed off biz traveler. #cleanitup",810,FALSE
"1900",479588802684780544,2014-06-19 11:37:35,"Complaint","@Cardiff_Airport @liamdavidgiles @vueling thanks - I will email you. My complaint to the airline has been fobbed off.",1074,FALSE
"1901",479592259030372352,2014-06-19 11:51:19,"Non-Complaint","@KLM thanks for your support with my compensation generated from the flight cancellation!! Happy to fly with you.",178,FALSE
"1902",479593562846142464,2014-06-19 11:56:30,"Non-Complaint","@ps92264 @AmericanAir Cleveland, OH",1,FALSE
"1903",479594627813474304,2014-06-19 12:00:44,"Non-Complaint","@AirAsia I booked my ticket already but now I want to bring a child on board with me, how do I book another ticket?",425,FALSE
"1904",479596965907271680,2014-06-19 12:10:01,"Non-Complaint","I just entered #WorldMarket Summer Getaway Sweeps for a chance to win a trip for 4 on @SouthwestAir. http://t.co/ToBalRnJQF #SummerGetaway",86,FALSE
"1905",479598091394633728,2014-06-19 12:14:30,"Non-Complaint","Now boarding @British_Airways flight BA775 to London Heathrow. Seat 1C. Champagne, sir? Why, thank you!",1495,FALSE
"1906",479599472495038464,2014-06-19 12:19:59,"Non-Complaint","@SouthwestAir Hey Southwest what happened to the crew of flight 928...did they sleep in or just forget to show up for work today?",110,FALSE
"1907",479600375750606848,2014-06-19 12:23:34,"Non-Complaint","¡Gana un viaje a Dubrovnik para 2 personas con @Vueling!: https://t.co/xJfjJr0dYX",48,FALSE
"1908",479600680512925696,2014-06-19 12:24:47,"Complaint","@Delta first flight cancelled for sick flight attendant. Second flight delayed for system trouble. @Delta is not treating me good today.",29,FALSE
"1909",479601028506353664,2014-06-19 12:26:10,"Non-Complaint","@AmericanAir uses @prezi #ATIS2014",64,FALSE
"1910",479602952316133376,2014-06-19 12:33:49,"Non-Complaint","@KLM website toont dat online inchecken niet mogelijk is, maar ik heb net toch echt via de KLM App ingecheckt. Voor mij nu geen probleem &gt;&gt;",750,FALSE
"1911",479603364691316736,2014-06-19 12:35:27,"Complaint","Yes hi @united you left my best friend stranded at an airport last night and your employees are being rude to here THAT AINT COOL",183,FALSE
"1912",479603717839151104,2014-06-19 12:36:51,"Non-Complaint",".@JetBlue will continue to serve IAD but will centre growth around DCA",4203,FALSE
"1913",479607331458916352,2014-06-19 12:51:13,"Non-Complaint","Thanks for the cozy night in the Denver airport @FlyFrontier. I slept an hour! Wohooo! #screwfrontier",0,FALSE
"1914",479611800015896576,2014-06-19 13:08:58,"Non-Complaint","@British_Airways thanks for your response. That number isn't working for Ireland - can you help?",2162,FALSE
"1915",479611964440604672,2014-06-19 13:09:37,"Complaint","4 days of delayed flights and now rude gate agents. Can't believe I flew loyally with @AmericanAir for 10 years.",10,FALSE
"1916",479616652758482944,2014-06-19 13:28:15,"Complaint","@KLM tx for the info. Very little ground staff (2) for so many people. If known that flight is tomorrow, why do we wait in line already 2h?",122,FALSE
"1917",479617044980064256,2014-06-19 13:29:49,"Non-Complaint","@LANAirlinesSP ofrece un 20% de descuento http://t.co/YbtoGwx0HM",184,FALSE
"1918",479617956976934912,2014-06-19 13:33:26,"Non-Complaint","@Saudi_Airlines 

ليش ما عندكم برنامج على الآب ستور للحجوزات ؟!",3606,FALSE
"1919",479619481724256256,2014-06-19 13:39:30,"Non-Complaint","Voici le nouvel uniforme d'@AirFranceFR , on se demande où ils ont trouvé l'idée #LaValiseDeZZ @ZZ_Princess http://t.co/2KfimyxNhA",21,FALSE
"1920",479620170995204096,2014-06-19 13:42:14,"Non-Complaint","@keremkiziltunc: @TurkishAirlines Praises @SITAonline  @sitalab for testing the latest tech- innovating for #airlines and #airport #ATIS2014",326,FALSE
"1921",479621789384212480,2014-06-19 13:48:40,"Complaint","flight is delayed...again. @SpiritAirlines for the win.",57,FALSE
"1922",479622374644396032,2014-06-19 13:50:59,"Non-Complaint","@capey @AirAsia Were both flights with them? If they reschedule a flight they should arrange a connection flight too. Not cool.",51,FALSE
"1923",479624189616611328,2014-06-19 13:58:12,"Non-Complaint","Long delay out of DCA to DFW. Will @AmericanAir automatically rebook my connection? (Locator YSJMDY)",3,FALSE
"1924",479624320553996288,2014-06-19 13:58:43,"Non-Complaint","@SaraHamil @AirCanada now just need to find a reason and/or money (but mostly the second one) to go to either Tokyo or Tel Aviv",141,FALSE
"1925",479624681792630784,2014-06-19 14:00:09,"Non-Complaint","I just entered #WorldMarket Summer Getaway Sweeps for a chance to win a trip for 4 on @SouthwestAir. http://t.co/c8KL56MaZ7 #SummerGetaway",631,FALSE
"1926",479625071275700224,2014-06-19 14:01:42,"Non-Complaint","@KLM fantastic flight!! Thanks to #klm",62,FALSE
"1927",479625970648121344,2014-06-19 14:05:17,"Non-Complaint","Patrick Naef @Emirates: We need to leverage the innovation power of the crowd #ATIS2014",1331,FALSE
"1928",479626282229981184,2014-06-19 14:06:31,"Non-Complaint","@jmspool @united Inside a small crate in the cargo hold.",176,FALSE
"1929",479626633503334400,2014-06-19 14:07:55,"Non-Complaint","Generation X,Y,Z share and collaborate,we need to rethink our IT systems to cater for their needs. So true... Great presy from @emirates",50,FALSE
"1930",479627812010074112,2014-06-19 14:12:36,"Non-Complaint","Coolest sight from a plane ever. West of Greenland #yeg bound! Now to fondle my @alafoss treasures @Icelandair http://t.co/gG7jHLVmLg",309,FALSE
"1931",479628183075966976,2014-06-19 14:14:04,"Non-Complaint","@KLM Could you give me first priority if somebody cancels flight? Lucas",12,FALSE
"1932",479629416528482304,2014-06-19 14:18:58,"Complaint","Forgot I'm in the @SpiritAirlines fare club, and the yearly non-refundable charge came today. Let me know if you want to be sad in the sky.",136,FALSE
"1933",479631825430921216,2014-06-19 14:28:32,"Non-Complaint","I think the little girl who @jetblue wouldn't let use the bathroom, should get @AlecBaldwin to yell at them!",47,FALSE
"1934",479631885057142784,2014-06-19 14:28:47,"Non-Complaint","@AirFranceFR Merci encore, vous avez fait pour le mieux ! ;-)",1467,FALSE
"1935",479632256001380352,2014-06-19 14:30:15,"Non-Complaint","@FlyMangoSA @flysaa #CrimeLine2014 in Cape Town- October. Book you air ticket! @csiworld @crimelineza http://t.co/YZD8DLzP9R",121464,FALSE
"1936",479632489355304960,2014-06-19 14:31:11,"Non-Complaint","True... See this @AmericanAir? http://t.co/WAvdXmE6zM",2696,FALSE
"1937",479632909150998528,2014-06-19 14:32:51,"Non-Complaint","""@Abramjee: Hartbeespoort Dam outside Pretoria @ProudlySA @kulula http://t.co/NSv9FHLgCB""Beautiful",1935,FALSE
"1938",479633138579013632,2014-06-19 14:33:46,"Complaint","@RickS82184 @RobertAnnis @Delta then it's not their fault when all your crap falls out or gets scratched up.",303,FALSE
"1939",479636018057191424,2014-06-19 14:45:12,"Non-Complaint","@asercaairlines saludos ... Su atención al cliente en el aeropuerto de PZO es simplemente denigrante hacia el pasajero... Son unos groseros",913,FALSE
"1940",479637754394202112,2014-06-19 14:52:06,"Non-Complaint","I've already bought a ticket! Have you? @JetBlue offers new non-stop flights to D.C. from @CHS_Airport http://t.co/hpnsJ6L142 #chs #chsnews",1099,FALSE
"1941",479637923428438016,2014-06-19 14:52:46,"Non-Complaint","@SouthwestAir sept, Orlando",11,FALSE
"1942",479638831722160128,2014-06-19 14:56:23,"Non-Complaint","Dear @Fly_Norwegian and @SAS why can't electronic devices be used during take off and landing, but they can on British Airways flights?",157,FALSE
"1943",479639137872408576,2014-06-19 14:57:36,"Non-Complaint","I just entered #WorldMarket Summer Getaway Sweeps for a chance to win a trip for 4 on @SouthwestAir. http://t.co/Ys0SVhwJze #SummerGetaway",323,FALSE
"1944",479639723380441088,2014-06-19 14:59:55,"Complaint","@AirAsia I wrote my questions in both your language and my language. Can't believe nobody understands my questions. Somebody please help me.",26,FALSE
"1945",479641540000628736,2014-06-19 15:07:09,"Complaint","@USAirways Also were getting drunk in the mean time, don't kick us off your flight",52,FALSE
"1946",479642332745043968,2014-06-19 15:10:18,"Non-Complaint","@USAirways @msm715th",30,FALSE
"1947",479643754748334080,2014-06-19 15:15:57,"Non-Complaint","KLM CityHopper Fokker F70 leaving LHR: http://t.co/bgGyhFto9G @KLM",268,FALSE
"1948",479644134127333376,2014-06-19 15:17:27,"Non-Complaint","@KaleeDionne @KHOLMESlive @SouthwestAir I think we'd all rather be high while flying.",14153,FALSE
"1949",479645200009019392,2014-06-19 15:21:41,"Non-Complaint","@AmericanAir just keep being you!",242,FALSE
"1950",479647640481566720,2014-06-19 15:31:23,"Complaint","Thank you to @AmericanAir for buying my lunch today. &lt;3 Another three hours before the airplane is fixed.",1458,FALSE
"1951",479650180661116928,2014-06-19 15:41:29,"Non-Complaint","@adolfosglez @migue_vargas @nunezarturo @OficialCentro @SAS ciertamente pagan al bombero para que encienda la bomba 3 veces al día",128,FALSE
"1952",479650471628398592,2014-06-19 15:42:38,"Non-Complaint","First row with Silicon Valley omw to Umeå @sas http://t.co/CRdJB6hVJ6",101,FALSE
"1953",479650844455882752,2014-06-19 15:44:07,"Non-Complaint","#Vintage #Love RT @AmericanAir: Throwback Birdsday. Yeah, we made that up. #TBT [Photo: @VisualWorshiper] http://t.co/b7SyzbXZ27",164,FALSE
"1954",479651301156868096,2014-06-19 15:45:56,"Complaint","@FrontierCare checked in on phone 1 hour prior. Lines were so long I wasn't able to check bag.",124,FALSE
"1955",479653191966261248,2014-06-19 15:53:27,"Non-Complaint",".@HawkairAirline announces new Prince Rupert schedule: http://t.co/UEW4ifZaWt",1462,FALSE
"1956",479655356206157824,2014-06-19 16:02:03,"Non-Complaint","@vueling será en 2004, no? :D",24,FALSE
"1957",479657045436534784,2014-06-19 16:08:45,"Non-Complaint","@AmericanAir Your site seems to be having some problems right about now...",1031,FALSE
"1958",479658445243559936,2014-06-19 16:14:19,"Non-Complaint","@AirCanada after much begging and pleading. (And that's only the first half) Just landed in Winnipeg on the way to the hospital.",368,FALSE
"1959",479659086955675648,2014-06-19 16:16:52,"Non-Complaint","@_unSHAYkable_ @united US airways &gt;&gt;&gt;&gt;&gt; united",215,FALSE
"1960",479660565368172544,2014-06-19 16:22:45,"Non-Complaint","Hey @startupfest the @AirCanada promo code can only be used to fly TO montreal. Why? We're taking the @StartupTrain there &amp; want to fly home",2267,FALSE
"1961",479661075361955840,2014-06-19 16:24:46,"Non-Complaint","Thanks @AirCanada for sponsoring #birdiesforbabies golf tournament @bcwomensfdn @acaltitude great event and cause! Raised over 200k!!",484,FALSE
"1962",479663670314942464,2014-06-19 16:35:05,"Complaint","@British_Airways recommended a client fly BA from USA to London, no entertainment system working on whole flight on A380, very disappointing",325,FALSE
"1963",479663833003220992,2014-06-19 16:35:44,"Complaint","@united Thank-You I'm home without luggage after a very event filled day of travel. At this point bag is MIA",260,FALSE
"1964",479664043435638784,2014-06-19 16:36:34,"Complaint","2 of 2 @AmericanAir charged $25 more because he wasn't tall enough to put his carryon in overhead bin. Goodbye Wright Amendment.  Hello SWA.",207,FALSE
"1965",479664520756211712,2014-06-19 16:38:28,"Complaint","On hold with @AirCanada Customer service for an hour now, I can deal with that, but this damn repetitive muzak is driving me insane",130,FALSE
"1966",479664581317365760,2014-06-19 16:38:42,"Complaint","@AmericanAir -not thrilled with ORD. flight was cancelled. Understandable. Waited 90 min in line. Agents left desk unmanned for 30min.",175,FALSE
"1967",479665299000553472,2014-06-19 16:41:33,"Complaint","Terrible service @AmericanAir I just tried to change my ticket - 72 minutes on the call, 35m on hold and then cut off. Total waste of time.",1208,FALSE
"1968",479665497609220096,2014-06-19 16:42:21,"Complaint","@PBG_CPA @USAirways they virtually told us to go fuck ourselves! #MurfsBigDay",96,FALSE
"1969",479666106517696512,2014-06-19 16:44:46,"Non-Complaint","@Delta How do I transfer from DCA to Dulles? I have in theory connecting flights but these are in different airports?",41,FALSE
"1970",479666163736387584,2014-06-19 16:44:59,"Non-Complaint","@AirlineFlyer Maybe @FlyFrontier might offer a special tail with #TravelCat?",4205,FALSE
"1971",479666257503870976,2014-06-19 16:45:22,"Non-Complaint","@AmericanAir The grass is always greener on the other side of the fence. I learned my lesson.",461,FALSE
"1972",479666260532146176,2014-06-19 16:45:22,"Complaint","@FlyFrontier at least one of your flight attendant employees is a complete moron.",93505,FALSE
"1973",479666452580950016,2014-06-19 16:46:08,"Non-Complaint","@THVRP @SpiritAirlines ouch",515,FALSE
"1974",479667046608019456,2014-06-19 16:48:30,"Non-Complaint","@DeltaAssist yes - please stand me by for all flights to NYC between 3pm-7pm. thanks!",625,FALSE
"1975",479667328607473664,2014-06-19 16:49:37,"Complaint","@natty_das @AmericanAir 8 delays that turned into 3 canceled flights. they didn't even give me a hotel, I slept on the floor of a café.",354,FALSE
"1976",479668122874417152,2014-06-19 16:52:46,"Non-Complaint","@SouthwestAir I'm calling bullshit on the understanding part......",70,FALSE
"1977",479668667181842432,2014-06-19 16:54:56,"Complaint","""@AmericanAir There were some web site issues earlier, Art, but everything has been restored. Our apologies for the inconvenience."" Kudos!",110,FALSE
"1978",479669153201414144,2014-06-19 16:56:52,"Non-Complaint","ALERTE INFO ! RT @AirFranceFR: Dès Juillet prochain, profitez du #Wifi gratuit &amp; illimité aux #aéroports de #Paris avec @AeroportsParis !",794,FALSE
"1979",479669546270220288,2014-06-19 16:58:26,"Complaint","@AmericanAir not according to the CSR I spoke with. Tried calling again...need to fly with credit from a XCL'd flight and need help!",111,FALSE
"1980",479669886508363776,2014-06-19 16:59:47,"Non-Complaint","@emirates CHEATS!!! I bought a great 'offer' via Emirates' website and the following day, the same flights were 10% cheaper!!!",9,FALSE
"1981",479670579419566080,2014-06-19 17:02:32,"Non-Complaint","@L7_Kenste @AmericanAir IM FUCKING JEALOUS",742,FALSE
