"","default","student","balance","income","resid_resp","resid_pear","resid_dev","def_num","diff_logLik"
"1607","No","No",0,33168.0580487243,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1608","No","No",1113.27652891078,51457.5390581311,-0.012599741602675,-0.112962475487798,-0.012599741602675,0,0.01268117989855
"1609","No","No",1341.0777774559,40199.8414148092,-0.0450342619573701,-0.217158898279346,-0.0450342619573701,0,0.0460895513721198
"1610","Yes","Yes",2269.94696613409,18021.105947569,0.173529205752136,0.458218409938101,0.173529205752136,1,0.191032862299039
"1611","No","No",1384.26492431692,27737.6085213274,-0.056977185695601,-0.245804255424034,-0.056977185695601,0,0.0586789807287005
"1612","No","No",0,32724.506367132,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1613","No","No",745.813204823963,42762.4749919349,-0.00154691890190219,-0.0393613461080598,-0.00154691890190219,0,0.00154816683050285
"1614","No","No",909.633623933358,41915.5206551351,-0.0039506236266735,-0.0629785118698519,-0.0039506236266735,0,0.0039586763399484
"1615","No","No",196.374008280193,57397.277202827,-6.62054634300397e-05,-0.00813694333786565,-6.62054634300397e-05,0,6.62078857658344e-05
"1616","No","No",866.174668793343,41365.4563803086,-0.00308136831735481,-0.0555957956644474,-0.00308136831735481,0,0.00308627911283565
"1617","No","Yes",1460.74766730585,24960.3593807279,-0.0438369572143372,-0.2141185156376,-0.0438369572143372,0,0.0448427316281368
"1618","No","No",760.776700641741,44851.560260433,-0.00168537579752264,-0.0410879676362715,-0.00168537579752264,0,0.00168685542917046
"1619","No","Yes",1165.28321495274,10354.9376205022,-0.00834380585569021,-0.0917279168392566,-0.00834380585569021,0,0.00837983521137176
"1620","No","No",1085.4255718051,39274.8338712352,-0.010758834968353,-0.104287326195301,-0.010758834968353,0,0.0108182200689271
"1621","No","Yes",724.385576002922,18641.4984152384,-0.000669858753087404,-0.0258903025206503,-0.000669858753087404,0,0.000670098042519385
"1622","No","No",114.884475066108,27365.4222002411,-4.147920783512e-05,-0.00644056895244291,-4.147920783512e-05,0,4.14801688748412e-05
"1623","No","No",794.587568399101,52507.4796276615,-0.00204549140590649,-0.0452734361071477,-0.00204549140590649,0,0.00204766553861191
"1624","No","No",1093.25661935165,28811.2734917492,-0.0112477519789761,-0.106656941010161,-0.0112477519789761,0,0.0113126534912453
"1625","No","No",943.937833482203,48198.4006094561,-0.00480595360262992,-0.0694921746151366,-0.00480595360262992,0,0.00481785080899044
"1626","Yes","No",1861.06087104511,55671.723664137,0.517626374583439,1.03589663282232,0.517626374583439,1,0.730714348876859
"1627","No","No",900.838759144024,33130.7093374951,-0.00375692964333454,-0.0614092614424759,-0.00375692964333454,0,0.00376421546559413
"1628","No","Yes",1682.79614211699,23344.0739391453,-0.140842025826449,-0.404883071513033,-0.140842025826449,0,0.151931743016803
"1629","No","No",196.19541561495,26612.5603018635,-6.61376564124495e-05,-0.00813277510394595,-6.61376564124495e-05,0,6.61400738408702e-05
"1630","No","No",1181.12374855228,29181.8390049907,-0.0184859604696304,-0.137237485419642,-0.0184859604696304,0,0.0186614487191719
"1631","No","Yes",1101.15808973692,13142.1814879757,-0.00579001435041965,-0.0763133923567912,-0.00579001435041965,0,0.00580740271925606
"1632","No","Yes",1506.86047253713,14914.8233564104,-0.0563671227032963,-0.24440574001837,-0.0563671227032963,0,0.0580425223801058
"1633","No","Yes",1213.84055423107,17374.0639458298,-0.0109953133477138,-0.105439813834041,-0.0109953133477138,0,0.0110578213906365
"1634","No","Yes",547.246325087015,17445.901718035,-0.000242511938671281,-0.0155746834631642,-0.000242511938671281,0,0.000242543898252734
"1635","No","No",1708.57407859584,34890.717129216,-0.279786712832332,-0.623279694160698,-0.279786712832332,0,0.32854612867618
"1636","No","No",248.041482421002,36257.161447609,-8.90513785276502e-05,-0.00943712399949907,-8.90513785276502e-05,0,8.9055732360066e-05
"1637","No","No",386.265071247349,45776.2066773424,-0.000196811627604712,-0.0140303374886863,-0.000196811627604712,0,0.000196832544247627
"1638","No","No",527.463274362782,35708.1692547216,-0.000442398650256586,-0.0210379289248111,-0.000442398650256586,0,0.000442502737314499
"1639","No","No",1546.84250109648,51161.9794953012,-0.133131207347004,-0.391889160283534,-0.133131207347004,0,0.142932083700089
"1640","No","No",0,47214.433595293,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1641","No","No",0,55781.2048436798,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1642","No","No",955.466433781886,47520.1755792009,-0.00513294295575707,-0.0718291444684832,-0.00513294295575707,0,0.00514650727518529
"1643","No","Yes",750.86203452227,16932.3277128853,-0.000779678497172279,-0.0279336154134494,-0.000779678497172279,0,0.000780001853286194
"1644","No","Yes",1255.7481347252,12209.5770680825,-0.0139426794812469,-0.11891100264805,-0.0139426794812469,0,0.0140431729145121
"1645","No","No",818.060883412421,35902.4718016752,-0.00233972990777859,-0.0484274414183357,-0.00233972990777859,0,0.0023425699235986
"1646","No","Yes",1469.36666818125,11337.4229891593,-0.0459573542803061,-0.21947932474253,-0.0459573542803061,0,0.0470641311500231
"1647","No","No",331.720734726363,46853.7458503906,-0.000143928820175266,-0.0119978972600423,-0.000143928820175266,0,0.000143940077919069
"1648","Yes","No",1456.54605630224,51508.5743439271,0.916190878363149,3.30633867574492,0.916190878363149,1,2.48246514760672
"1649","No","Yes",1290.85429311542,19532.7315313487,-0.0170013149533931,-0.131511819984013,-0.0170013149533931,0,0.0171507939666071
"1650","No","Yes",711.030495814378,12685.8248596782,-0.000620473843160153,-0.0249170437647278,-0.000620473843160153,0,0.000620679420080705
"1651","No","No",734.317202778122,33240.0390316634,-0.00144831186191076,-0.0380842816862273,-0.00144831186191076,0,0.00144940674385907
"1652","No","No",329.218897389854,48133.8244215813,-0.00014187765776747,-0.011912085875007,-0.00014187765776747,0,0.000141888600182938
"1653","No","No",1231.50621054989,35068.7907373395,-0.0245308996232432,-0.158580571713499,-0.0245308996232432,0,0.0248406163343589
"1654","No","No",847.05414804777,28539.1079012539,-0.00276206463617727,-0.0526280796475472,-0.00276206463617727,0,0.00276601502480389
"1655","No","No",811.428911459262,55119.8969566434,-0.00225256129465952,-0.0475147006979799,-0.00225256129465952,0,0.00225519481818992
"1656","No","Yes",1656.8575982207,15359.4365128175,-0.123775597293503,-0.375845922799092,-0.123775597293503,0,0.132233939060825
"1657","No","Yes",1547.15324755822,14344.2895934615,-0.0700027572308757,-0.274357440453951,-0.0700027572308757,0,0.0726093034006681
"1658","No","Yes",590.718725969,13041.1984597878,-0.000311198633120167,-0.0176435684558626,-0.000311198633120167,0,0.000311251003495272
"1659","No","Yes",893.966466246846,15092.7760309073,-0.00177053610827552,-0.0421150384839414,-0.00177053610827552,0,0.00177218302292204
"1660","No","No",0,34066.4381145502,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1661","No","No",800.154679994502,51730.704612224,-0.00211174860699875,-0.0460023643567617,-0.00211174860699875,0,0.00211406496509881
"1662","No","Yes",685.522535103167,12361.8633973803,-0.000536035612758343,-0.0231586506740018,-0.000536035612758343,0,0.000536189437525536
"1663","No","No",1262.75744462161,68579.1046648238,-0.029208211914107,-0.173456044482434,-0.029208211914107,0,0.0296482482665397
"1664","No","No",770.115026382123,49856.6901226882,-0.00177798389892674,-0.0422036817859886,-0.00177798389892674,0,0.00177962945861054
"1665","No","No",1181.00035898971,35123.7400666379,-0.0184731183315423,-0.137188910427492,-0.0184731183315423,0,0.0186483621749858
"1666","No","Yes",527.653897972175,17819.9653389802,-0.000216730217044416,-0.0147233555690899,-0.000216730217044416,0,0.000216755800238388
"1667","No","No",441.489919754581,39209.9001280774,-0.000270172223965973,-0.0164391373472757,-0.000270172223965973,0,0.000270211397150888
"1668","No","No",921.974413411946,38340.5688927588,-0.0042392922226361,-0.0652482975440458,-0.0042392922226361,0,0.00424855892867981
"1669","No","Yes",875.362352530899,14637.1769330155,-0.00159155150567805,-0.0399260388688553,-0.00159155150567805,0,0.00159288423606085
"1670","No","No",1033.12115530997,66304.7738246534,-0.00799161204763859,-0.0897551804280251,-0.00799161204763859,0,0.00802440571771967
"1671","No","No",1046.74354286894,40822.4474126399,-0.00863574207928437,-0.0933325653244067,-0.00863574207928437,0,0.0086740235800562
"1672","No","Yes",1319.70644850247,23373.9311983134,-0.020001173684821,-0.142861420075279,-0.020001173684821,0,0.020208211959698
"1673","No","Yes",698.512205127449,26768.9131247588,-0.00057749235286625,-0.0240380124591731,-0.00057749235286625,0,0.000577670657207818
"1674","No","No",570.981491394889,47021.0067172901,-0.000567816317060309,-0.0238356647821484,-0.000567816317060309,0,0.000567987046906637
"1675","No","No",842.541774744879,33897.9265106513,-0.00269165592524097,-0.05195113560425,-0.00269165592524097,0,0.00269540854640127
"1676","No","No",0,47256.0621146315,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1677","No","No",850.384888087638,44547.4855112922,-0.00281521122632657,-0.0531334077137924,-0.00281521122632657,0,0.00281931424865434
"1678","No","Yes",963.187906369737,12799.5093789997,-0.00263167147503267,-0.0513674551056436,-0.00263167147503267,0,0.00263529163032672
"1679","No","No",1136.33113177792,42149.8689946234,-0.0143562517683747,-0.120687015381259,-0.0143562517683747,0,0.0144619938786263
"1680","No","Yes",1945.49048287582,14941.3179564765,-0.425326134687845,-0.860300769093755,-0.425326134687845,0,0.555377689335955
"1681","No","Yes",1442.54360101309,13049.3193822184,-0.0396613797214107,-0.203222463585003,-0.0396613797214107,0,0.0404827524835127
"1682","No","No",135.629015517193,39925.7001694146,-4.67222911099296e-05,-0.00683553027821649,-4.67222911099296e-05,0,4.67235071255345e-05
"1683","No","No",423.876946748039,36783.0514316689,-0.000244208048342992,-0.015629065886399,-0.000244208048342992,0,0.000244240116217043
"1684","No","No",299.779595327805,28917.5378107748,-0.000119828480513795,-0.0109472755103425,-0.000119828480513795,0,0.000119836313729138
"1685","No","Yes",701.539370559622,17607.4578217575,-0.000587605187407918,-0.0242476941227761,-0.000587605187407918,0,0.000587789735277511
"1686","No","No",283.207206967033,39263.3920225272,-0.000108959708866343,-0.0104389454629399,-0.000108959708866343,0,0.000108966198695271
"1687","No","Yes",1357.84973416896,11402.5406341367,-0.0247736195173338,-0.159383005196994,-0.0247736195173338,0,0.0250917788293918
"1688","No","Yes",1327.86416271289,11020.9064258435,-0.0209396128987859,-0.146244514392798,-0.0209396128987859,0,0.0211666005608322
"1689","No","Yes",946.449982295599,15179.2120481767,-0.00239125004581986,-0.0489589810834297,-0.00239125004581986,0,0.00239424243284247
"1690","No","No",663.505282228982,53102.245512031,-0.000965176962944125,-0.0310823009043599,-0.000965176962944125,0,0.000965666071806481
"1691","No","No",115.840084017037,47519.8497166199,-4.17072694647469e-05,-0.00645825123649009,-4.17072694647469e-05,0,4.17082410422154e-05
"1692","No","No",800.486211245275,37715.8363282901,-0.00211576123073617,-0.046046141722111,-0.00211576123073617,0,0.00211808634628596
"1693","No","No",640.06389375316,52413.8589700978,-0.000843807017836084,-0.0290606199078081,-0.000843807017836084,0,0.000844181626234786
"1694","No","No",877.283013558901,27405.1354982312,-0.00328350619530776,-0.0573961943485832,-0.00328350619530776,0,0.00328907878986229
"1695","No","Yes",1382.08769153044,15552.2520534633,-0.0283653825896081,-0.17086095643572,-0.0283653825896081,0,0.0287831222615296
"1696","No","No",751.394538882795,50910.2456238742,-0.00159718240662339,-0.0399967183551395,-0.00159718240662339,0,0.00159851218029416
"1697","No","No",0,39893.2719259536,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1698","No","No",1120.7032386567,29613.8875832103,-0.0131410792510873,-0.115395263071856,-0.0131410792510873,0,0.0132296677007844
"1699","No","Yes",1312.05143098981,28483.1355092216,-0.0191580995473265,-0.139758009861372,-0.0191580995473265,0,0.0193480064866662
"1700","No","No",389.055327796639,22581.6236528053,-0.000199987461586616,-0.0141431066096351,-0.000199987461586616,0,0.000200009051923189
"1701","No","No",861.690446191552,58029.640234209,-0.00300332827580498,-0.0548851111696565,-0.00300332827580498,0,0.00300799472938706
"1702","No","No",1079.39600547751,38864.1448016021,-0.0103967674240339,-0.102498760085785,-0.0103967674240339,0,0.010452225904146
"1703","Yes","No",1893.28979213479,31821.7255806098,0.471431604432378,0.944406029125192,0.471431604432378,1,0.639101872917536
"1704","No","No",337.495903885671,55853.265132957,-0.000148777595888564,-0.0121983496406379,-0.000148777595888564,0,0.000148789616673639
"1705","No","No",1142.3517057945,45580.5748105396,-0.014853383605923,-0.122789791990126,-0.014853383605923,0,0.0149665839403497
"1706","No","Yes",847.056485301184,13741.3270672054,-0.00135327278716378,-0.0368117727917444,-0.00135327278716378,0,0.00135423857398109
"1707","No","Yes",1575.23811614421,24469.4913979243,-0.0812492639592984,-0.297379390962368,-0.0812492639592984,0,0.0847868746816403
"1708","No","Yes",403.347053465851,19690.3455102708,-0.000106216370962382,-0.0103066800706287,-0.000106216370962382,0,0.000106222608906137
"1709","No","Yes",566.52311940044,25398.3983784735,-0.000270868870338253,-0.0164603238170514,-0.000270868870338253,0,0.000270908653874358
"1710","Yes","Yes",2009.6857436175,25694.4961577195,0.483153215781079,0.966855401877852,0.483153215781079,1,0.66205852114399
"1711","No","No",954.598167759023,50139.0929900909,-0.00510756349560472,-0.0716504335406117,-0.00510756349560472,0,0.00512099451213999
"1712","No","No",1057.9404153634,45514.6725264215,-0.0092035159856604,-0.0963794973778859,-0.0092035159856604,0,0.00924698766141319
"1713","No","No",381.3874762368,28265.0860891034,-0.000191380644880957,-0.0138353633289172,-0.000191380644880957,0,0.000191400434118805
"1714","No","No",793.186855645959,35555.7802801686,-0.00202915001991157,-0.0450918600373292,-0.00202915001991157,0,0.00203128976477274
"1715","No","No",1078.91038460747,54419.7865521959,-0.0103681366677365,-0.102356050916744,-0.0103681366677365,0,0.0104232904011496
"1716","No","Yes",1311.0984831085,21189.2384030857,-0.0190556175591018,-0.139376425355816,-0.0190556175591018,0,0.0192434930148693
"1717","No","No",38.2955762452304,37186.5515932779,-2.67285412963725e-05,-0.00517003440321127,-2.67285412963725e-05,0,2.67289445901042e-05
"1718","No","No",756.216699632025,36513.921210849,-0.00164192007014496,-0.0405539197291255,-0.00164192007014496,0,0.00164332486690455
"1719","No","No",56.8693777172818,56245.065400061,-2.97344812905534e-05,-0.00545301434586608,-2.97344812905534e-05,0,2.97349790798762e-05
"1720","No","No",1189.7480394451,30315.8851349596,-0.0194055913692006,-0.14067558658524,-0.0194055913692006,0,0.0195990293932482
"1721","No","No",1337.39087740802,51507.5009172858,-0.044133138241586,-0.214873917834798,-0.044133138241586,0,0.0451460727930453
"1722","No","Yes",1255.49921454235,16703.0173676496,-0.0139230560265515,-0.118826110892376,-0.0139230560265515,0,0.0140232666894917
"1723","No","No",1211.86792636394,42777.5823449863,-0.0219741041452202,-0.149892675722126,-0.0219741041452202,0,0.0222223641435448
"1724","No","No",318.877270818323,50069.02432659,-0.000133704476462463,-0.0115638382788773,-0.000133704476462463,0,0.00013371420641306
"1725","No","No",336.070545184453,38595.9115460888,-0.000147565906683288,-0.0121485672239128,-0.000147565906683288,0,0.000147577734423976
"1726","No","No",934.490492585725,31043.4083271013,-0.0045535141854881,-0.0676338933051482,-0.0045535141854881,0,0.00456419904764971
"1727","No","No",812.488297873969,42721.3006969775,-0.0022662648980376,-0.0476593382297927,-0.0022662648980376,0,0.00226893036938236
"1728","No","No",1184.68390385796,37937.9526452613,-0.0188602897496877,-0.138646449810402,-0.0188602897496877,0,0.0190429777225063
"1729","No","Yes",1737.60759331587,7153.53966613685,-0.183352035940395,-0.473833133905717,-0.183352035940395,0,0.202765432901288
"1730","No","No",94.1207207052075,36303.9415847774,-3.68204117709406e-05,-0.00606809422830467,-3.68204117709406e-05,0,3.68211711929689e-05
"1731","No","No",994.674438200426,33002.3390513655,-0.00641965639228668,-0.0803811834740376,-0.00641965639228668,0,0.00644084158182068
"1732","No","No",0,21809.2185090883,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1733","No","No",1006.46882979404,44563.7708044782,-0.00686607513727696,-0.0831477242634484,-0.00686607513727696,0,0.00689029986699552
"1734","No","No",331.922818528942,47779.9265626849,-0.000144095789595094,-0.0120048555253302,-0.000144095789595094,0,0.000144107073197119
"1735","No","No",967.135255397538,23278.6659099311,-0.0054864460391184,-0.0742745796914363,-0.0054864460391184,0,0.00550193550418498
"1736","No","No",132.158429036917,26878.4721288802,-4.58010818019607e-05,-0.00676780463940398,-4.58010818019607e-05,0,4.58022509519651e-05
"1737","No","No",813.740992900912,30975.2140864352,-0.0022825763950278,-0.0478309363258924,-0.0022825763950278,0,0.00228528014440599
"1738","No","Yes",0,15986.2419692976,-1.04973890350364e-05,-0.00323998444924813,-1.04973890350364e-05,0,1.04974534451685e-05
"1739","No","No",529.264958998472,38814.6066989842,-0.000446993948294517,-0.0211469582029015,-0.000446993948294517,0,0.000447100189489902
"1740","No","No",743.055931704974,40944.5638044847,-0.00152267386224504,-0.0390511963157764,-0.00152267386224504,0,0.00152388323715513
"1741","No","No",27.7011326957247,45540.9438952868,-2.51521030321357e-05,-0.00501525031043666,-2.51521030321357e-05,0,2.51524606937892e-05
"1742","No","No",1299.92466935923,44214.5409068333,-0.0359022504986165,-0.192974667739596,-0.0359022504986165,0,0.0365694299274537
"1743","No","No",906.541762633329,27074.7747433343,-0.00388142167809648,-0.0624223182483191,-0.00388142167809648,0,0.00388919600368354
"1744","No","No",1451.17947567421,53556.5521032807,-0.0814747025497061,-0.297828209689756,-0.0814747025497061,0,0.0850116798053477
"1745","No","No",1027.56653131669,48558.0872833985,-0.0077428529519164,-0.0883361338511399,-0.0077428529519164,0,0.00777364108421352
"1746","No","No",1047.2274214374,40974.728128351,-0.00865954500639016,-0.0934622263693688,-0.00865954500639016,0,0.00869803745365516
"1747","No","No",1452.60329285459,28989.0439548126,-0.0820882126136542,-0.299047327966985,-0.0820882126136542,0,0.0856801728770051
"1748","No","Yes",1190.54411198787,20291.1719762324,-0.00963274735566133,-0.098622713874053,-0.00963274735566133,0,0.00968074027935018
"1749","Yes","No",1858.9045150328,35525.2139266658,0.520715166095375,1.04232527769175,0.520715166095375,1,0.737148526084525
"1750","No","Yes",1152.52022436875,12699.405867675,-0.00775915530974567,-0.0884298060033365,-0.00775915530974567,0,0.00779032366847332
"1751","No","No",831.595186595008,37372.8282736507,-0.00252820056295583,-0.0503448960843949,-0.00252820056295583,0,0.00253151358219839
"1752","No","No",922.696676206001,34622.6193419817,-0.00425682313931334,-0.0653836458776833,-0.00425682313931334,0,0.00426616631136767
"1753","No","Yes",469.456415113981,13944.8933994208,-0.000155208853860788,-0.0124592514778631,-0.000155208853860788,0,0.000155222065245653
"1754","No","No",474.829219137666,41288.8291033446,-0.000327113444850901,-0.0180892366635617,-0.000327113444850901,0,0.000327170663922516
"1755","No","Yes",1485.27211754258,10300.8554419372,-0.0501289591204997,-0.229726988704395,-0.0501289591204997,0,0.051449024253543
"1756","No","Yes",943.347555917682,19977.8917657018,-0.00234915669027447,-0.0485251297975016,-0.00234915669027447,0,0.00235204528848953
"1757","No","No",1789.46451178686,27427.0045664285,-0.381930537950408,-0.786092312502652,-0.381930537950408,0,0.481912185852934
"1758","No","No",659.54319765296,21835.1717983776,-0.000943501833035352,-0.0307309757319675,-0.000943501833035352,0,0.000943969382205978
"1759","No","Yes",1319.53400499073,24032.5441186774,-0.019981787601926,-0.14279075695267,-0.019981787601926,0,0.0201884235478929
"1760","No","Yes",514.368265849261,18934.6834675869,-0.000200825206005158,-0.0141727042186587,-0.000200825206005158,0,0.000200847206201615
"1761","No","No",1244.46519780121,40036.0080793479,-0.0263746069647062,-0.164587577154524,-0.0263746069647062,0,0.0267329223873958
"1762","No","No",946.810050734945,41237.7692527975,-0.00488542706091601,-0.0700671937026367,-0.00488542706091601,0,0.00489771940772243
"1763","No","Yes",535.686020138973,11019.606930876,-0.000226950577099589,-0.0150665887099945,-0.000226950577099589,0,0.000226978604018768
"1764","No","No",682.818458764429,33026.0037380434,-0.00107816885580601,-0.0328531970827149,-0.00107816885580601,0,0.0010787781743602
"1765","No","No",1190.4859598224,38553.5747928755,-0.0194863294180954,-0.14097373086501,-0.0194863294180954,0,0.0196813855233131
"1766","No","No",171.001189215614,42749.130710704,-5.72358288001552e-05,-0.00756565297431527,-5.72358288001552e-05,0,5.72376452510071e-05
"1767","No","Yes",1238.01661579529,26854.3662753424,-0.0126108686137377,-0.113012980638249,-0.0126108686137377,0,0.0126930801593517
"1768","No","No",1037.15769934664,36034.5783662925,-0.00817734366351465,-0.0908006824402105,-0.00817734366351465,0,0.00821167608057749
"1769","No","Yes",464.835310415625,19121.2286476846,-0.000151147976766951,-0.0122951545712706,-0.000151147976766951,0,0.000151160512814386
"1770","No","No",124.699031959162,65211.0742137628,-4.38821149403818e-05,-0.00662450305041052,-4.38821149403818e-05,0,4.38831891642621e-05
"1771","No","No",667.203060826678,44682.8315566199,-0.000985854725637054,-0.0314138121577797,-0.000985854725637054,0,0.000986364852337829
"1772","No","No",1111.06099784139,50301.4756839878,-0.0124425560516968,-0.112246709728392,-0.0124425560516968,0,0.01252197488202
"1773","No","No",1142.39653992749,33740.4429785247,-0.0148571485426072,-0.122805587636575,-0.0148571485426072,0,0.0149704063376248
"1774","No","No",778.830165590655,44257.3310325373,-0.00186898833529679,-0.0432722543151458,-0.00186898833529679,0,0.0018708054981289
"1775","No","No",1412.0247547105,47727.5646264883,-0.0661648393901453,-0.26618189978296,-0.0661648393901453,0,0.0684734745266269
"1776","No","No",986.08181602082,52009.3996458339,-0.00611269727518487,-0.0784237983602373,-0.00611269727518487,0,0.00613191072591235
"1777","No","No",1251.78401940822,32721.1440442512,-0.0274747464156848,-0.168080140569403,-0.0274747464156848,0,0.0278637763309462
"1778","No","No",149.024488439011,33398.4623670415,-5.04550208244858e-05,-0.00710334897510058,-5.04550208244858e-05,0,5.04564364973703e-05
"1779","No","No",465.08553459872,43480.5684862969,-0.000309331818573252,-0.017590552417567,-0.000309331818573252,0,0.000309383039279965
"1780","No","No",1031.12679572637,41022.095640174,-0.00790139710137758,-0.0892430748403706,-0.00790139710137758,0,0.00793345611589302
"1781","Yes","No",1478.12406941257,31515.3444926478,0.906180516722215,3.10785567050693,0.906180516722215,1,2.36948511225398
"1782","No","No",789.00070567225,35798.472637862,-0.00198108483887015,-0.0445535332673041,-0.00198108483887015,0,0.00198312502061526
"1783","No","Yes",790.295940300018,14086.4483687159,-0.000977462133845666,-0.0312796819178414,-0.000977462133845666,0,0.00097796849649967
"1784","No","Yes",1123.59504743967,16082.9057091627,-0.00658033157076457,-0.0813874631322483,-0.00658033157076457,0,0.00660277064673664
"1785","No","No",1370.10949573634,40101.3791314575,-0.05276671235125,-0.236021487030989,-0.05276671235125,0,0.0542223964896493
"1786","No","No",396.513587196819,41969.7467736577,-0.000208730134983071,-0.0144490038531461,-0.000208730134983071,0,0.000208753634296954
"1787","No","No",682.078365531623,30736.8876521614,-0.00107360477533238,-0.0327835117298629,-0.00107360477533238,0,0.00107420898405053
"1788","No","No",338.735981024486,44923.0455293594,-0.000149839867696886,-0.0122418267855555,-0.000149839867696886,0,0.000149852058939359
"1789","No","Yes",1056.32947590818,16000.8417743231,-0.00448266445349176,-0.0671032727637781,-0.00448266445349176,0,0.00449310913268164
"1790","No","No",927.211780951994,44368.8830946909,-0.0043680625583538,-0.0662361399616156,-0.0043680625583538,0,0.00437789824422907
"1791","No","No",634.696104527899,32594.6922349326,-0.000818234096363527,-0.0286165013875224,-0.000818234096363527,0,0.000818586512878028
"1792","No","No",833.533112973416,40526.3056193295,-0.00255639883492663,-0.0506255939151491,-0.00255639883492663,0,0.00255978574364235
"1793","No","Yes",1345.2306269047,18518.7156890476,-0.0230831185079551,-0.15371577300616,-0.0230831185079551,0,0.023359159728102
"1794","No","No",550.898966923896,45347.781616879,-0.00050604427664595,-0.0225011219078008,-0.00050604427664595,0,0.000506180147340274
"1795","No","No",495.708954178561,24845.4329744805,-0.000368733992529929,-0.0192059888430796,-0.000368733992529929,0,0.000368806538745048
"1796","No","No",661.42615221656,22610.3102990663,-0.00095374147836118,-0.0308974427670306,-0.00095374147836118,0,0.000954219152504265
"1797","No","No",136.199589610616,20935.6191133423,-4.68755040290336e-05,-0.00684672925161471,-4.68755040290336e-05,0,4.68767279926396e-05
"1798","No","No",480.192585338536,26084.4071365904,-0.000337333605266495,-0.0183697424485815,-0.000337333605266495,0,0.000337394421080717
"1799","No","No",230.868924844914,32798.7825914845,-8.06955896171884e-05,-0.00898343486206063,-8.06955896171884e-05,0,8.06991724857653e-05
"1800","No","No",93.5701986962354,42930.7791819229,-3.67042856183716e-05,-0.0060585173823638,-3.67042856183716e-05,0,3.67050403156099e-05
"1801","No","Yes",508.824851676069,22663.7098340226,-0.000194538970864547,-0.0139490796699844,-0.000194538970864547,0,0.00019455962876691
"1802","No","Yes",970.515946612273,16584.8282890372,-0.00274438013111681,-0.0524588646459006,-0.00274438013111681,0,0.00274831506635564
"1803","No","No",1324.29667077346,46875.3942656965,-0.0410698632112197,-0.206951293104887,-0.0410698632112197,0,0.0419454836749082
"1804","No","No",932.963846810656,32105.4419240328,-0.00451397863994627,-0.0673383028967565,-0.00451397863994627,0,0.00452447952534385
"1805","No","No",0,31418.3691364503,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1806","No","Yes",984.76316184824,17039.9733179552,-0.00297746861055833,-0.0546476020052464,-0.00297746861055833,0,0.00298209600248356
"1807","No","No",725.120500372107,47549.2007503581,-0.0013739660154538,-0.0370925382709677,-0.0013739660154538,0,0.00137495209321514
"1808","No","No",246.823809671181,40953.3427649492,-8.84313882172235e-05,-0.00940421230190227,-8.84313882172235e-05,0,8.84356823007693e-05
"1809","No","No",1051.32109144088,23859.4318006112,-0.00886354048310952,-0.0945664073591261,-0.00886354048310952,0,0.00890386461617254
"1810","No","Yes",926.892612598001,19445.9371721,-0.0021379510351992,-0.0462874892707093,-0.0021379510351992,0,0.00214034641726357
"1811","No","Yes",1024.02488477689,18545.8996437402,-0.00372702102809217,-0.0611634178115223,-0.00372702102809217,0,0.00373425403154215
"1812","No","No",699.84202422219,41985.2576732019,-0.00118867169622901,-0.0344976277177354,-0.00118867169622901,0,0.00118941125913352
"1813","No","Yes",1036.32351410449,14108.4545196219,-0.00399845323108327,-0.0633601218570372,-0.00399845323108327,0,0.00400677230652491
"1814","No","No",321.108806748075,36275.1428853987,-0.000135427308469558,-0.0116381120251347,-0.000135427308469558,0,0.000135437288122375
"1815","No","No",0,41152.1739500131,-2.14557617835082e-05,-0.00463208615454195,-2.14557617835082e-05,0,2.14560229778726e-05
"1816","No","Yes",1299.18732366924,19878.7473498519,-0.0178191577162285,-0.13469387784504,-0.0178191577162285,0,0.0179833924653394
"1817","No","No",763.375309314187,40978.1411815488,-0.00171065156940404,-0.0413954455550723,-0.00171065156940404,0,0.00171217561739923
"1818","No","Yes",808.742771858343,9775.58139591036,-0.00108648203192407,-0.0329797477106035,-0.00108648203192407,0,0.00108710661447731
"1819","No","No",808.507503648157,34543.0188012876,-0.0022151985228186,-0.0471181124585638,-0.0022151985228186,0,0.00221774591545909
"1820","No","Yes",677.552825772912,20745.0153256246,-0.000512086491706911,-0.0226351244449077,-0.000512086491706911,0,0.000512226992555043
"1821","No","Yes",904.008926715623,13996.501895776,-0.00187536264821093,-0.0433461214099725,-0.00187536264821093,0,0.00187720891790377
